SiO2,Al2O3,Fe2O3,MgO,CaO,Na2O,P2O5,K2O,TiO2,SO3,Type,group,Research paper,DT
42.738505165080014,34.33259064209035,4.92201741948552,2.035649179663764,8.23374518938627,0.2531901964755924,2.096414826817905,0.4253595300789953,2.187563297549119,2.774964553372494,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1300.0
67.02658653356423,26.077212997860848,2.8725679942956086,0.6824895589283894,0.539879800346338,0.1222369359274727,0.1527961699093408,1.18162371396557,1.2733014159111753,0.0713048792910257,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
51.83845690174803,36.3672895318465,1.657625075346594,0.984528832630098,4.249547920433995,0.140646976090014,0.6027727546714887,0.5424954792043399,1.717902350813743,1.898734177215189,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
45.37277633419948,31.081351189286416,19.68818708774735,0.1399160503697781,0.5196881870877473,0.1199280431740955,0.7695382770337797,0.6695982410553668,1.519088546871877,0.1199280431740955,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1520.0
59.774964838256,34.45850914205345,2.762708458910992,0.1306007635121559,0.1506931886678722,0.070323488045007,0.1707856138235885,0.5224030540486237,1.828410689170183,0.1306007635121559,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
46.8734215577331,27.07344176179412,5.687443176078391,1.8688756440044447,10.50611172845742,0.1212243660975856,2.74775229821194,0.5051015254066066,1.4445903626628953,3.172037579553491,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1300.0
46.44616467276566,30.76304413390972,2.835025635870111,1.8598572433899667,9.10827385141249,0.2714386247109681,0.864582286116417,0.5730370966120438,1.799537549009752,5.479038906202876,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1330.0
53.2953620829943,30.00406834825061,4.932872253864931,1.1899918633034987,3.9157851912123673,0.0915378356387306,1.413751017087062,0.691619202603743,1.759560618388934,2.705451586655818,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1390.0
58.81174231038976,33.56377116521391,1.8735597635507453,0.6913134956417192,1.202284340246468,0.1001903616872056,0.3506662659052198,0.6211802424606752,1.6431219316701733,1.142170123234145,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
53.87003104035247,36.44738159607491,5.827575848603185,0.300390507659958,0.7109242014619006,0.1201562030639832,0.250325423049965,0.5206768799439272,1.511965555221789,0.4405727445679383,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
41.67083041870691,28.18027380833416,3.397621664834616,1.41900669531328,16.08873788348157,0.0699510342760068,1.9186569401419007,0.6895173378634954,1.658838812831018,4.906565404217048,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1320.0
62.13728236942164,33.11987192315389,1.300780468280968,0.1801080648389032,0.4302581548929356,0.0600360216129677,0.170102061236742,0.4602761656994195,1.921152691614969,0.2201320792475484,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
46.29254457050244,28.05915721231766,3.474473257698542,2.978119935170179,9.876418152350078,0.3038897893030794,0.3950567260940032,0.3545380875202592,1.326985413290114,6.938816855753645,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1260.0
42.159022631684365,33.84738634087723,3.114360104145804,2.563589024634489,10.01401962747847,0.4205888243540957,1.922691768475866,0.6008411776487081,1.5521730422591633,3.805327458441818,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1320.0
41.867954911433166,34.01771336553945,3.764090177133656,1.77133655394525,9.410225442834136,0.3321256038647342,2.415458937198068,0.714573268921095,2.093397745571659,3.613123993558776,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1300.0
46.27301076350468,31.18398551453576,2.51483754149482,1.207122019917513,10.56231767427824,0.1005935016597926,1.981691982697918,0.865104114274218,1.881098481038125,3.430238406598934,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1340.0
46.15384615384615,36.336032388663966,2.530364372469636,0.9817813765182186,6.761133603238869,0.1619433198380566,1.4271255060728747,0.7186234817813764,2.317813765182186,2.611336032388664,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1500.0
47.65255856036996,28.95345330250327,5.247813411078717,1.849803960993264,8.706142555544385,0.1608525183472402,0.6735699205790691,0.8143158741329044,1.608525183472404,4.332964712978788,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1310.0
50.3568197808825,30.65634737159513,5.2869635139209965,1.67856065936275,5.83978289275304,0.2010252286661976,0.934767313297819,0.7236908231983114,1.970047240928736,2.351995175394511,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1380.0
48.463476070528976,36.5743073047859,2.91183879093199,0.806045340050378,5.037783375314862,0.1108312342569269,1.722921914357683,0.5239294710327456,1.753148614609572,2.095717884130983,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
47.97751681220516,37.73963665562582,1.927130382414936,0.6925624811803675,5.018568704205561,0.1304827863093445,2.097761718357924,0.582153969687845,1.8669075579644687,1.96727893204858,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
45.90098216075367,39.98797354179195,2.635798757265985,0.6013229104028864,4.74042894367609,0.1503307276007216,1.192623772299058,0.6313890559230309,2.355181399077972,1.80396873120866,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
47.42805575052643,34.39286072395468,1.8951168154015847,1.91517096159631,7.961496039306129,0.1002707309736288,0.501353654868144,0.4612453624786925,1.84498144991477,3.499448510979646,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1460.0
43.90144986312482,36.50005069451486,2.321808780289973,1.662780087194565,7.857649802291394,0.21291696238467,2.017641691169016,0.5576396633884215,1.825002534725744,3.143059920916557,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1420.0
49.0950904909509,37.996200379962,2.08979102089791,0.58994100589941,3.86961303869613,0.0999900009999,1.52984701529847,0.53994600539946,2.41975802419758,1.76982301769823,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1600.0
47.70954190838168,35.30706141228245,1.900380076015202,1.850370074014803,7.261452290458092,0.1100220044008801,0.4400880176035206,0.4500900180036007,1.960392078415683,3.010602120424084,coal ash,South African Coals,"Lawal, A.I., Onifade, M., Bada, S.O. et al. Prediction of Thermal Coal Ash Behavior of South African Coals: Comparative Applications of ANN, GPR, and SVR. Nat Resour Res 32, 1399–1413 (2023). https://doi.org/10.1007/s11053-023-10192-6",1400.0
